,message,personal
41386,Hahas okay thks,personal
41387,Go say hi lols! U there for comp?,personal
41388,What u there for?,personal
41389,Serious go say if I m not wrong u must be the daughter of my fren dad,personal
41390,U won! Lols say mistaken,personal
41391,Eh got wad hmwk?,personal
41392,Oh okay thks,personal
41393,Fwd: Hi i've sent out an email regardin cip. Pls help spread the msgto others in ocip group -charmaine. Help me send to emman,personal
41394,Treasure hunt? Emo dos I hurt my back muscle. Den wan put Salonpasbut can't cus too sunburn ==,personal
41395,Frm yest bball. Serious ar where? Aft tt do wat,personal
41396,U went ubin! Yea I also Emo siaz lol paralysed whole day. Lols 2moro go where?,personal
41397,Wat the my hse borin sia I dun wan stay home,personal
41398,Wts serious going police centre? I dam lazy on comp sia see how :/,personal
41399,Okay set when u on MSN tell me,personal
41400,K online,personal
41401,U online but no reply,personal
41402,Den how? I nudge u,personal
41403,Still can't... BTW we going out tommorw? I nid make plans,personal
41404,Lols okay!,personal
41405,Thks for the breakfast! Very nice,personal
41406,Hey I can't go ur hse on this sat le. Got smthing on sry,personal
41407,Waa u sick?,personal
41408,Yea take care man. Dun overtrain!,personal
41409,End of palawan beach,personal
41410,Still on the way,personal
41411,Where you?,personal
41412,Eh we going tanjong beach instead,personal
41413,Swimming frisbee. Come fast,personal
41414,Okay!,personal
41415,Yea where u,personal
41416,Kk,personal
41417,Fwd: Pass down msg. Rmb to sign consent form. It is in your emails.,personal
41418,Let's go now,personal
41419,..!..,personal
41420,3 why,personal
41421,Lols pull eveything!,personal
41422,No lock,personal
41423,Ya have le ... Sianz,personal
41424,I not sure lols! Wth my face keeps peeling forever,personal
41425,Help me order same food as u,personal
41426,Fwd: Hi!pass down the msg!meet at  <DECIMAL>  on friday!we r goingcycling!!!ppl who are interested to run randomly aft cycling can tellmoni!^^,personal
41427,Lols?,personal
41428,<#> . U?,personal
41429,Lols nice,personal
41430,Mine too lols!,personal
41431,Lols chilling,personal
41432,Eh u make me Emo. I have Pe pants u want?,personal
41433,Watched! Sodoibring?,personal
41434,Okay,personal
41435,Thks big guys! Will try g knock acs ppl :D,personal
41436,Thks! It's over though,personal
41437,Wat are words if u don't really mean them when u say them,personal
41438,"Wat kind of fren would u be, if u were to leave when ur absence doesn't matter",personal
41439,"Our pinky will confirm be gone, even when we live on",personal
41440,"Every pinky we make, doesnt mean anything~",personal
41441,Never ever raising that pinky... touching rite,personal
41442,Bye,personal
41443,I already biting my tongue,personal
41444,It's impossible. I drinking frm my bleeding tongue already,personal
41445,Lols going arp talk,personal
41446,U do hmwk also wasted,personal
41447,Ps. I end at 3. Want do wat,personal
41448,???,personal
41449,I noe. But u training? I jus trained lols,personal
41450,Why so sad? Chill,personal
41451,Not today sia 2moro test,personal
41452,Ps nxt time na. Jus go train lo!,personal
41453,Signed up table tennis doubles :),personal
41454,Wat the...,personal
41455,K ty,personal
41456,Yea?,personal
41457,2. Why?,personal
41458,Lols I tink shld be free. Call me at 2 2moro?,personal
41459,Okay Mr lee,personal
41460,Hey my art changed frm 1 to 4 le. So only frm  <#>  to  <#>  free,personal
41461,Why u wanna play so mch?,personal
41462,Lols! Nxt time then,personal
41463,Someone stole our milo and my redendo?,personal
41464,Ya...,personal
41465,EaTing at  <DECIMAL> ?,personal
41466,Eating now?,personal
41467,Staying tonight?,personal
41468,Lols okay den yh won't be alone lols,personal
41469,Y so Emo just now,personal
41470,Waa Emo la the team take best 4 readings mine 4th. Gideon dam gay got <DECIMAL>  min wen sheng  <#> s faster than me. Gotta train for hotwheels!,personal
41471,Lols out with my family. They eating. Hahas the last few for a boysare frm our sch,personal
41472,Yea going hm soon. U le?,personal
41473,Are u and yh going chalet?,personal
41474,Tot meifang say mayb having? If not u apply leave for??,personal
41475,Won anything? 2moro wat time go there,personal
41476,In dad car. Why le,personal
41477,Lols my ticket no. Won nth!,personal
41478,Oh lame. Dun Emo over such things la,personal
41479,Wah she become same agn?,personal
41480,Lol! How jio? U won anything?,personal
41481,Emo. If she too often u aggro her agn,personal
41482,I went back sch 1st lols. U won anything?!,personal
41483,Lols I mayb doing arp with jens sia. U doing with who,personal
41484,Oh wat topic u doing? I dun wanna do with jens siaz zzz,personal
41485,Yes physics pls! I can't do chem or bio lol :/,personal
41486,Yea awesome :),personal
41487,Oh ya. Sry fuck u buddy,personal
41488,U did it 1st! Ditch me at ecp,personal
41489,Rly I nvr lie den u aggro me. I jus say the 1st thing in my mind! Unvr trusted me,personal
41490,Eh wad? U keep emoing,personal
41491,Dun la jus promoted our friendship den u emo,personal
41492,Come tell me wat happened,personal
41493,Wth? 1st?,personal
41494,Wow. Not bad at all man,personal
41495,Wat the. I will nort run for sports day lols,personal
41496,Lols I will see bout it,personal
41497,Yea :),personal
41498,Eh Monday nite jus go le. I wanna watch movie le. REPLY,personal
41499,Ask parent to send email lo. So u going?,personal
41500,Hey u wan go watch midnight movie on Monday? Den write leave,personal
41501,Say wan u go home for e learning la. Tts all,personal
41502,I say go ur hse lmao,personal
41503,Tues no sch! E learning. Go watch le,personal
41504,We come back morning. Den spend nite at west coast park,personal
41505,So I apply leave?!,personal
41506,Yea! But is yh staying?,personal
41507,Waa den Joel how. Yh going too?,personal
41508,Eh I tink we all 3 going le u apply leave also,personal
41509,Monday nite not staying. Tues morning go back,personal
41510,??? How can,personal
41511,Crazy. Will expel de le,personal
41512,Seriously v dangerous le. Up to u la jus be careful,personal
41513,Got red riding hood. Thriller,personal
41514,Soon,personal
41515,Apply leave email who ar,personal
41516,Serious?,personal
41517,Yay k thks,personal
41518,Bring show,personal
41519,<EMAIL>  confirm my friend check le,personal
41520,Lols ps I can't,personal
41521,Ys,personal
41522,Lols not yet why,personal
41523,Sent say san child go back on e learning,personal
41524,Lols Sry manz bout 8 reach hostel :/ go train,personal
41525,Hahas study for math honor test!,personal
41526,Do math assignment!,personal
41527,Erm Nop I tink. But its okay de,personal
41528,Bad boy! Korean are badass too,personal
41529,I m watch king tut. Lols tts wad mean by bass! BTW Berton ran  <#> sfor his  <#>  relay,personal
41530,Lols! I got my Berton :D gonna run  <#> s. Jkjk,personal
41531,Hahas is qx ur berton? BTW bran semi final timing was  <#> s too rite?,personal
41532,Last year lols. Now qx fastest guy eh,personal
41533,Wts. Sick. Tis year trackers own,personal
41534,Happy birthday doood,personal
41535,Okay,personal
41536,Happy birthday doood,personal
41537,Real time full time cockster,personal
41538,Okay,personal
41539,Hey Joel won't be going for the games later cos there's chem test Tmr.,personal
41540,Yraaaaaaaaaa,personal
41541,Lol wad,personal
41542,I where got?,personal
41543,Idk! Buy stuffs I guess,personal
41544,Hey we buy wad for cca,personal
41545,Den how? Where got time buy? GG,personal
41546,LOL I realised we diff grp. My grp buying drinks,personal
41547,Eman izzit. I rem him throwing stuffs at me together izzit,personal
41548,Oh buy green tea Pepsi. U got time ar,personal
41549,Eh those were fun stuffs!,personal
41550,Waa lame. Can't take it man,personal
41551,..!..,personal
41552,Wads tt?,personal
41553,Waa mindblown,personal
41554,Lmao u nvr stop him,personal
41555,Bring natural stuffs u can find on the ground like leaves twigsbottles. Will be used for printing,personal
41556,Art room,personal
41557,Yea wait,personal
41558,4. Thks,personal
41559,Intriguing method explored. Bring our minds to explore other nonconventional materials,personal
41560,Hahas k thks! I jus abit Sianz at failing too mch tings,personal
41561,Lols I like got no goal siaz. Everyday jus feel like playing. Hahanvm bout me la I m fine. Enjoy ur Friday :),personal
41562,I don't particularly have Passion. Plus not good at anything too. Denjus wanna train and play. End up train halfway always got prob nidstop. Zzz jus nid to pick myself up agn,personal
41563,Yea buddies do play a big part. Hahas thks a lot pinky bro for urlife philosophy!,personal
41564,Sunday u free? I jio u go jog at bedok reservoir,personal
41565,Mr lee when is the open house agn?,personal
41566,Okay thks,personal
41567,Set! Den aft tt go table tennis?,personal
41568,Why boring? So long nvr play! Or basketball. BTW Mon can fetch me? Mywhole family going overseas without me,personal
41569,Kk 5 mins,personal
41570,Why boring? So long nvr play! Or basketball. BTW Mon can fetch me? Mywhole family going overseas without me,personal
41571,I nid! The new one not as good,personal
41572,Kk,personal
41573,Lols cook it. Eh this sj no hmwk?,personal
41574,Do early? Bout  <DECIMAL>  la. Aft tt u go anything on?,personal
41575,Bye have fun,personal
41576,I reaching later. Just woke up,personal
41577,Boarded the bus. Get ready,personal
41578,I KNEW IT!,personal
41579,Yeas going up 1st,personal
41580,After running Lo. Where u wanna eat,personal
41581,Lols! Not eating seafood horfun?,personal
41582,Oh okayy. Reaching in  <#>  mins,personal
41583,Yea vertical marathon,personal
41584,Hey so wat time 2moro,personal
41585,Yea printed le. U nid print le,personal
41586,Kk,personal
41587,Okayy,personal
41588,Lols he won't buy one la!,personal
41589,Lols only milk? No Korean strawberries?,personal
41590,Waa Sianz. I dam Emo sia. I room alone staring hmwk. Zzzzz,personal
41591,Boring. Whole hse so quiet. Watchu doing,personal
41592,On bus. Changi general hospital. Reaching,personal
41593,WTF?,personal
41594,3. But got assembly,personal
41595,Wan clap for sankar?,personal
41596,Ya wan?,personal
41597,Lols u ask em,personal
41598,Lols wad the! Thks,personal
41599,Okay :D thks,personal
41600,Frm pulling gate? I survived art :D,personal
41601,Wheres my droid,personal
41602,Ur papers with me!,personal
41603,Just checked. Dun have sia,personal
41604,When rahul send? Ya ur  <DECIMAL> / <#> th graded task. And other shitz lols,personal
41605,So fast find him? If he aggro I impatient how,personal
41606,I know! When is flyer,personal
41607,Yea wat time,personal
41608,Okay if I go time. If not u help me ask?,personal
41609,Lols I busy now. Chionging hmwk. How bout 2moro?,personal
41610,Nxt time then,personal
41611,K give u at cca?,personal
41612,Mr lee I will be going to the art room at  <#>  today,personal
41613,Okay thks,personal
41614,Hi I m still in Singapore!,personal
41615,How awesomez,personal
41616,No wat color? Iolist my slippers too,personal
41617,U put outside odac rm? Go back alone?,personal
41618,As in u take bus back alone?,personal
41619,Like me. Somemore I waited at wrong bus stop for  <#>  mins,personal
41620,No rush. Let ur body rest while u train ur mind,personal
41621,Hahas dun too hardcore la. After tis week my cardio will b imba le,personal
41622,Tis week ran so mch lols. Excited to reach my peak soon,personal
41623,SET. Hardcore on hard core,personal
41624,Sup how u going back,personal
41625,Why so late de go hm,personal
41626,Oh. I  <DECIMAL>  end. Wan go back 2gether?,personal
41627,Nvm then. I helping out at open jse,personal
41628,Went to eat wif parents wad.,personal
41629,Ate le. Where u. Come my booth le,personal
41630,Ya. 4h here le,personal
41631,Near the canteen stairs at. Concourse,personal
41632,Thks okay,personal
41633,2moro come my room do?,personal
41634,Not digital ar?,personal
41635,Okay I bring red and blk markers,personal
41636,Yea I will b kayaking rite?,personal
41637,I tot i gotta kayak cus not enough guys kayak,personal
41638,Rly? As in the 3 odac teams?,personal
41639,Ok jus put me for anything then :),personal
41640,Wat the! I will break it soon,personal
41641,Comin back 2nite?,personal
41642,Comin back 2nite?,personal
41643,Oh kk,personal
41644,No one.,personal
41645,He left his things and went off. Joel not coming 2nite,personal
41646,S <#> e,personal
41647,Eating now?,personal
41648,Wanna gym at 4?,personal
41649,Ng Wei Cheng Truman <DATE> <#> <#>  Mariam walk2 star kayakingSmall sizeNo medical conditionNot sure blood typeRicky Ng thiam hockDad ( <#> ) <#> <#>  Mariam walkThanks!,personal
41650,YEA HAHA,personal
41651,Aft effects of  <#> kg bench press...,personal
41652,Aching lolol,personal
41653,Oh ya. Sianz yest supposed to set pb. Must be Ivan too weak to spotden I no faith do la,personal
41654,Kk,personal
41655,Good morning,personal
41656,Everyone in ur class handed up mindmap?,personal
41657,Fk life. Fk.Help see if anyone nvr hand in,personal
41658,U FREE NOW?,personal
41659,Okay,personal
41660,Just come toilet pass me?,personal
41661,S <#>,personal
41662,Hey man so are we doing arp together,personal
41663,Know we did it?,personal
41664,Nice. So physics?,personal
41665,Okayy its fineeeee :),personal
41666,Mr lee I got smthing on on Monday morning. Sry that I can't make it,personal
41667,I mean friday,personal
41668,Oh can it be earlier? Like right after speech day,personal
41669,Thks alot!,personal
41670,Wheres my droid,personal
41671,Whose lesson,personal
41672,Sorry!,personal
41673,Lols!,personal
41674,Play play la lols. Wad he say,personal
41675,Thks!,personal
41676,Okay,personal
41677,Nth else. It's only the research file.,personal
41678,Okay its fine,personal
41679,Yea okay thks a lot,personal
41680,I having speech day,personal
41681,I having speech day,personal
41682,Bout 1 plus,personal
41683,Kk,personal
41684,Lols thks!,personal
41685,Hahas thks,personal
41686,Thks!,personal
41687,Difficult!,personal
41688,Good luck!,personal
41689,Wth wat exam,personal
41690,Serious? I hate chem. My worst subject now,personal
41691,Not physics? Eh hav u been training,personal
41692,Lols tts the pinky bro I knew! I also suck at all ... Sianz when cca start,personal
41693,I went yest! Lols this Thursday mayb?,personal
41694,Yea but need chiong. I 3pm got Pe,personal
41695,Bout 1,personal
41696,Yea set! Excited alr,personal
41697,Where izzit? No swimming though!,personal
41698,Cannot. My hands don't switch fast enough,personal
41699,Okay see you,personal
41700,Eh the guards diff le. U wan cone hostel gym?,personal
41701,"Lols okay clementi then, sohjie probably not going. Who else going. I 1 end e",personal
41702,Lols he got Chinese. Okay set cya,personal
41703,Lols jus dao amap,personal
41704,Eating now?,personal
41705,Where u? I nid leave asap got Pe at 3,personal
41706,Kk,personal
41707,Yea dulan go back le foo say those get gold for napfa can go! Waste time!,personal
41708,Lols wat the?! Eh nxt time u schedule training program for me.Lighter weights!,personal
41709,Bojio! Lols ur new place condo?,personal
41710,Hahas chem? Or physics,personal
41711,Oh I go take a look tonight,personal
41712,Yea. Hey I can't seem to find the material science project.,personal
41713,Oh got chiobu? When u planning house warming,personal
41714,I ask Joel. Is it very time consuming,personal
41715,Wth prank! Eh set jio me go ur new hse,personal
41716,Yuquan asked if we still wan samc,personal
41717,He won't tank la. He will aggro rite,personal
41718,4 ppl only. He already asking me to do stuff le!,personal
41719,Think of a plan,personal
41720,Yea but if my exam period I cant,personal
41721,So we continue?,personal
41722,Kk,personal
41723,Eh Joel and I continuing,personal
41724,As in still doing samc lo,personal
41725,U tell him? I no have his number le,personal
41726,We where got 5 ppl,personal
41727,Eh can sign us up? Yuquan say by Tmr le,personal
41728,The email frm Clifton soh got say,personal
41729,Wtf yuquan dam flee. Keep commanding us to do. He say go find 1 moreperson to join ==,personal
41730,Keep asking me to inform billy and ask dillion if he wan join. Fucker siaz,personal
41731,Hey yuquan ask if u wanna join Joel me billy and him for samc?,personal
41732,Nvm I asked. If dillon nvr reply den we dun do,personal
41733,Okay do we sign u up den,personal
41734,Dillon said okay. So sign up billy u me yq dillon lo,personal
41735,Hey billy! Did yuquan tell u bout the samc? Are u doing with us? Nidto sign up soon,personal
41736,Ic?,personal
41737,Hahas! Till when?,personal
41738,Oh wad info u nid? Send me I forward em?,personal
41739,Waa strong shit! I cant wait for exams over siaz,personal
41740,He guailan la. Called me just now. Bad mood,personal
41741,Yea! So Joel signing us up then!,personal
41742,Hahas yea tonight we doing it :),personal
41743,Yea whatever jus dun fall sick! Hahas how were ur exams,personal
41744,Why can't ? Oo internet too slow?,personal
41745,Oh we not submitting plan today. Jus gonna sign up 1st. Cus I not athostel and Joel can't do alone :\,personal
41746,Billy say ok,personal
41747,Erm team name pohcrastinate?,personal
41748,Wth how u check ans siaz! Godlike. I screen abit also difficult,personal
41749,Yea manz! Can gimme ur full name and email?,personal
41750,Serious jus put,personal
41751,Hey can send me ur full name email and year u born in? Thks,personal
41752,Hey can send me ur full name email and year u born in? Thks,personal
41753,oh also U born in which year? Thks,personal
41754,"dillon chew wei xuan,  <EMAIL> , <DATE>  <#>",personal
41755,Poh yu quan.  <#> .  <EMAIL>,personal
41756,Kk,personal
41757,Must inform Mr soh le,personal
41758,I dun tink so ba!,personal
41759,"Zhou Shao,  <EMAIL> .  <#> . Will billy dq not?",personal
41760,Ng Wei Cheng Truman <EMAIL> <#>,personal
41761,Dillon <#>,personal
41762,I sent u billy no wad. I dunno le. U decide?,personal
41763,Have I sent u v card wad,personal
41764,<#> Billy,personal
41765,"Telerangers, powertubies",personal
41766,Choose 1 la lols,personal
41767,Okay!,personal
41768,Thks!,personal
41769,So 2moro go sch at 2?,personal
41770,Wth? I tot we going early to do? Tues due le nabei,personal
41771,Wat the!,personal
41772,How many ppl before my hip,personal
41773,Hey wat things to buy for project,personal
41774,Hey wat things to buy for project,personal
41775,REPLY,personal
41776,Like board to work poster on?,personal
41777,But I not sure wat info to put in yet. I jus buy corrugated board1st. BTW size is a3 rite,personal
41778,Manga!,personal
41779,Where?,personal
41780,Lols I at hostel le!,personal
41781,I Emo den come here chill alone! Lols u wan go clementi gym ar,personal
41782,No la jus dun wanna stay home. Come my room 2nite la.,personal
41783,Yea. Reading manga Lo. U wan gym den eat not? Hostel food sux,personal
41784,Lols! Kk but I  <DECIMAL>  nid come back do project,personal
41785,K set den I reach clementi at 4!,personal
41786,Okay!,personal
41787,Wat the! Den how train and eat dinner,personal
41788,Lols okay. Later I Dun wan train too hard!,personal
41789,Hand still not mch feeling!,personal
41790,Okay I try! Excited alr,personal
41791,Lols k!,personal
41792,Mr lee I an not free on both day b4 1...,personal
41793,Okay thks. Get well soon Mr lee,personal
41794,Go down now?,personal
41795,K,personal
41796,Lols yea?,personal
41797,Doing last min project. Wat where u doing,personal
41798,Eh only can use a3 size le...,personal
41799,Eh only can use a3 size le...,personal
41800,Lols imma sick...,personal
41801,Yea Hahas thks!,personal
41802,Why? U nid it back?,personal
41803,Lols how? Pass u now?,personal
41804,Kk,personal
41805,Holy underwater robot,personal
41806,Omg excited! Using lego and other comp from scratch,personal
41807,No nid programming. It's very exciting!,personal
41808,Eh see wring. Yea nid sine programming. Emo,personal
41809,It was not bad. Got  <#> / <#>,personal
41810,Nop,personal
41811,Bring thumbdrive 2moro! Thks,personal
41812,Tell me when eating!,personal
41813,Tell me when eating!,personal
41814,Can reply?!,personal
41815,Nop. Probably end early,personal
41816,Mr lee when do I show u my work,personal
41817,Yea tink so,personal
41818,Yea its okay. Thks and get well soon!,personal
41819,"Hey u tot only double bond and ring structure will have geometricisomerism? How come 2,3-chlorobutane has geometric isomerism",personal
41820,Oh okay thks!,personal
41821,TrumanS <#> E,personal
41822,Lols but I dunno bout aerody! Plus it really matters meh? Oo,personal
41823,Oh no. Did any other grp apply so far?,personal
41824,He said some projects will be shared. Hopefully its not ours. Gotinterview too jus do properly na shld be okay,personal
41825,Los when coming back. Ur bag is here,personal
41826,Dun nid,personal
41827,I wanted to one here study but no one! At home read  <#>  plus chapter of dbz,personal
41828,Sianz no one here!,personal
41829,No! Sianz still wanna gym de. I m disappoint,personal
41830,K set. Feeling feverish though,personal
41831,See lo. Eh bring nice movies! Like huo yuan jia,personal
41832,I send??,personal
41833,Serious? Zzz boring life,personal
41834,Kk set. Come back teach me chem,personal
41835,Son of picollo is picollo? Wth?,personal
41836,He is his own father?,personal
41837,NaOH in ethanol reflux is wat,personal
41838,Tot u coming 2day?,personal
41839,Gg Wksht 2c where got ester,personal
41840,When coming back?,personal
41841,Can't find!!,personal
41842,Worksheets 2c up till arene onlywhere got Williamson,personal
41843,Other one,personal
41844,Quest 3 the I compound,personal
41845,Waa imba. Guo ran shi soh jie,personal
41846,When u coming back,personal
41847,Emo. Left soh how and me,personal
41848,(CH3)3 CCl do wad de,personal
41849,Wksht 2c quest 5,personal
41850,Gyming at sch. Aft exam den jio u!,personal
41851,I in sch le. U lost ur form?,personal
41852,Den take nxt time! When nid hand in?,personal
41853,Oh ya... climb in or get another form frm monica?,personal
41854,I help u ask soh jie,personal
41855,Hey can help Eman photocopy rock climbing form?,personal
41856,Nvr sign? Come sch print,personal
41857,Emo... Gg le,personal
41858,Hey ps sohjie no printer and signed his form le...,personal
41859,I have no idea. Den he nid ask others lo,personal
41860,Ya this afternoon I signed myself,personal
41861,Eh u when come back. Joel yh not coming 2day zzz,personal
41862,Joel parents dun allow. Yh parents tink he going out with cherie lmao,personal
41863,Lols 2day holiday wad! But they all 2moro coming,personal
41864,Eh nvm la I not hungry,personal
41865,No not yet,personal
41866,Thks sis!,personal
41867,Hahas thks! Slept at  <DECIMAL>  yest lol,personal
41868,Paper was quite okay,personal
41869,"Hey odacker!pass down the msg!on  <#> th may, meet at GO at<DECIMAL>  and bus will bring us to rock climbing place!there willalso ne transportation back to sch at  <DECIMAL> :):)",personal
41870,Okay. Edit by when,personal
41871,2nite can? I wanna nap now lols,personal
41872,Yea okay later. Cya imma sleeping now,personal
41873,Ya?,personal
41874,Nxt week weds would be fine thanks,personal
41875,Sry Tues pls. Around  <#>  am. Or any other time?,personal
41876,Coming,personal
41877,Who u? Oo,personal
41878,Oh lols okay,personal
41879,Wtf dude!,personal
41880,Lmao! I at home la,personal
41881,No! For wat,personal
41882,Lol its holiday! 2moro night going to celebrate cousin bday tillmidnight. Probably not studying,personal
41883,How was exam? Eh when u returning,personal
41884,Lols! Wth he say easy ar. Btw going chalet,personal
41885,Why not going? Aft exam le,personal
41886,Sianz. Den may I dun go Lo. Btw Thursday Fri no sch meh,personal
41887,Err see 1st la. Kk good nightp,personal
41888,Yu quan sent me: Eh boss. Samc how? Ideas leh. Go think of theinitial steps leh. Mr soh never reply meh.,personal
41889,Air pump difficult. Mr soh got send u?,personal
41890,He said avoid chem rxn too. messy,personal
41891,I send him our ideas 1st. Clifton got reply?,personal
41892,"Joel's idea1st idea, ball roll and hit a bottle, it topples and cause water toflow in a plastic river channel like a pvc tube cut in half, whichcarries a boat, when this boat hits a 'bridge' like a ice cream stickbridge this will push another bal or two other ballsl to continue thechain rxn.2nd idea, ball activates air pump, blows up balloon, when balloonreaches some height it pushes a seesaw to make the next ball to rolldown a slope.3rd idea, nails block a ball from entering a channel, ball hits magnetinto position whereby it attracts nails away and cause ball to rollinto channel.",personal
41893,Mr soh say by  <#>  may,personal
41894,So u Mon going back?,personal
41895,Yea Joel me going back,personal
41896,Yea set,personal
41897,If u wan sun night also can. I can't study at hm,personal
41898,Lols den Mon morn lo,personal
41899,Yea okay. Quads pain lik shit,personal
41900,Bo bian. Cure pain with pain lo,personal
41901,Simi lj? U get full marks alr la! I study  <#>  mins go slp le,personal
41902,Lols! Eh weds wat ur all doing? I dunno to go not le,personal
41903,If not very fun I go find my frens?,personal
41904,Joel and I can go on the 2nd day wad. Or u all weds doing wad,personal
41905,Lols chalet lik borlin. Go play volleyball or smthing?,personal
41906,Ya cus I dun wanna stay in chalet do nothing.,personal
41907,Hahas kk,personal
41908,Eh weds playing volleyball at sentosa u not coming?,personal
41909,Wat the! I weds marking day!,personal
41910,Lols meet up aft jus holidays?,personal
41911,Then meet up when,personal
41912,I dun mind. When izzit,personal
41913,Kk ttyt,personal
41914,Okay son. Wad u wan me to help in,personal
41915,Lols celebrated last week. Eh when u free wanna meet up?,personal
41916,Lols okay lo. Bye son,personal
41917,Iodoform results in isomers meh,personal
41918,Oh how make primary alc to stone? Ozone ar,personal
41919,Lmao I mean ketone!!,personal
41920,But its primary alc le,personal
41921,So how Oo,personal
41922,Does cycloalkane undergo free radical substitution,personal
41923,Ps was sleeping,personal
41924,Do worksheet 4 quest 3,personal
41925,Home la. U going baCk 2moro morning?,personal
41926,I changed! Ethanol and phenom how compare acid strength,personal
41927,I tot oh is ewg,personal
41928,But oxidized le will be benzene connected to a carboxylic acid wad,personal
41929,Phenol or cyclohexanol more ability? Why,personal
41930,Isn't benzene edg too?,personal
41931,Electron donating group,personal
41932,Alcohol add hbr and heat get wad,personal
41933,I know but dun nid heat wad. Erm socl2 for wad,personal
41934,How to convert cyclopentanol to petanoic acid,personal
41935,Where you,personal
41936,Where you,personal
41937,Yr 5 only got exams le. Nt sure te other lvl.,personal
41938,Dun tink so,personal
41939,Wan fight ar Dick face,personal
41940,Htcdroid,personal
41941,Pls soh how! Pls pls pls pls salmon set,personal
41942,Dun liddat le. We good frens le. I gave u a chocolate le. Rem?,personal
41943,Htcdroid,personal
41944,Art was probably a- to b+. Chem was quite easy,personal
41945,Yea but can't stay. Btw when u comin back,personal
41946,Ms lee! Truman here. I 4got to hand in my rock climbing form. Can Igive on that day,personal
41947,2nite den ask,personal
41948,Jus gymed yest  lols,personal
41949,Okay emo,personal
41950,Why le???,personal
41951,Yea I tink so ba,personal
41952,Fwd: Hey odacker!pls help me pass down the msg and remind everyone tohand in rock climbing consent form if u haven't:),personal
41953,Fwd: Ahah by the way u can come and collect ur shirt on Monday before9!:)ill be at odac room!pass this down too^^$ <#>  BTW~,personal
41954,Okok cya,personal
41955,Wan go sundown marathon?,personal
41956,Wan go sundown marathon?,personal
41957,Fun le. Ur  <DECIMAL>  improved wad,personal
41958,Lols kk,personal
41959,When is sundown marathon,personal
41960,Lol end of may liddat,personal
41961,Got  <#>   <#>   <#>  k de,personal
41962,Wan train 2moro??,personal
41963,I yest go only den Cant stay over. Erm train near east side?,personal
41964,Tell me by 2nite?,personal
41965,Sentosa to learn volleyball lols. U meet them for wad sia?,personal
41966,Learn yourself la. Nxt time go play le! Waa izzit the hostel ting,personal
41967,So 2moro how?,personal
41968,Sry I m busy,personal
41969,Eh u free 2day?,personal
41970,Nop. Only Friday den nid go back!,personal
41971,Can't nid celebrate grandma bday lols,personal
41972,Dun Emo! Nxt time then train,personal
41973,"Hols I wanna train, learn volleyball. Rem last time we say wannalearn windmill?",personal
41974,Can't want YouTube and learn meh?,personal
41975,Watch* got a lot tutorials wat. Jus need a place to train,personal
41976,Nid $$ le. And fixed timing too. U wan go communuty centre learn ar,personal
41977,Oh. Hope can find a short course. Holiday also quite short jus learnbasics nxt hol learn agn,personal
41978,I dun mind. How find course? Or u wan muay Thai lols. Only got time for one,personal
41979,I can't be an omen. I can be a jinx,personal
41980,I outside haven check yet!,personal
41981,Can fetch me?,personal
41982,I watch show now,personal
41983,9 plus,personal
41984,Okay la,personal
41985,Lols alright!,personal
41986,Yea,personal
41987,Like 7 plus I guess!,personal
41988,I dunno le jus sleep?,personal
41989,Jus went yest! Can't,personal
41990,I dun think I can. See 1st,personal
41991,Not sure. U rushing off meh,personal
41992,Whole day will be gone I guess!,personal
41993,Eh June holiday like no course for muay Thai le!,personal
41994,I haven check yet. But only holidays won't learn much for breakdance,personal
41995,I rushing there to slp 1st lols!,personal
41996,I tot meeting at GO 1st? Den got bus fetch,personal
41997,<#> th May MONDAY  <TIME>  AM outside General Office for BUSOn facebook,personal
41998,Lmao I just gymed on sat! 2moro den gym u wan?,personal
41999,Later I buying nasi lemak u wan?,personal
42000,<DECIMAL>  at go. U coming hostel 1st?,personal
42001,Nid wear wat?,personal
42002,Track pants?,personal
42003,Hey dad can I stay over? I wanna gym at sch. Plus I realised thatThursday got cluster outing and Friday got script checking,personal
42004,Wad did I msg? Yuan Wei send one. Erm we going out eat. U wan?,personal
42005,U called me?,personal
42006,Ok thks,personal
42007,Thks DADDY,personal
42008,Can just apply leave for me? In case,personal
42009,Jus apply whole week cus I dun wanna tap role call,personal
42010,Wazzat,personal
42011,I went home. They not there meh,personal
42012,Waa both of em?,personal
42013,<#>,personal
42014,At home...,personal
42015,Where? I playing cod yest,personal
42016,Nop not staying,personal
42017,I lazy go all the way la. 2moro nite den I going,personal
42018,"Shldnt le. If u keep ur back straight, form shld be correct",personal
42019,Deadline is supposed to train back wat. U go gym urself?,personal
42020,Where they?,personal
42021,U wan play cod?,personal
42022,Kk reach at 4 plus,personal
42023,Reached. Where u,personal
42024,Where u all,personal
42025,Lame,personal
42026,Compo c+,personal
42027,Nth else. It's average okay,personal
42028,Ya lols,personal
42029,Okay see you Mr lee,personal
42030,2moro wat time going?,personal
42031,I not sure! I dun tink so ba,personal
42032,I not sure le. The last time got pyramid ting there,personal
42033,Yes. Bbq where,personal
42034,Bbq at macs?!,personal
42035,Can meh? V hard to work I guess. Plus nid return to hostel,personal
42036,Kk. Jus hope dun rain!!,personal
42037,Okay set! Put on Facebook?,personal
